,Compound ID,InChIKey,SMILES,logS,logP,MW
5991,C6691,VFZQJKXVHYZXMM-UHFFFAOYSA-N,O=C(O)Cc1csc2ccccc12,-2.279504288,2.5284,192.234
5992,C6692,XDPKQGKEOCYMQC-UHFFFAOYSA-N,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,-2.278999832,2.5015,252.268
5993,C6693,WSHBUVWBGHKXLX-UHFFFAOYSA-N,Cc1csc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],-2.27684809,4.0898,291.325
5994,C6694,AFDJQFFKYDCYIG-JSGFVSQVSA-M,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C([O-])=N1.[Na+],-2.275329702,0.0471,260.139
5995,C6695,XHRKBDQMDPKJMB-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(Cl)n2CO)n(C)c1=O.O=NO,-2.274527319,-0.8211,291.648
5996,C6696,ODWHXYVTBJEFNG-UHFFFAOYSA-N,CCCCCC(CCC)NCCSS(=O)(=O)O,-2.273491868,4.3327,283.451
5997,C6697,BZHKRGITPPRQFR-UHFFFAOYSA-N,CCCCCCC(CC)NCCSS(=O)(=O)O,-2.273491868,4.3327,283.451
5998,C6698,GUQATEKNKSDOJK-UHFFFAOYSA-N,CCCCCCCC(C)NCCSS(=O)(=O)O,-2.273491868,4.3327,283.451
5999,C6699,GFDXGSPTNKJZSL-UHFFFAOYSA-N,CC(C)CCCCCCNCCSS(=O)(=O)O,-2.273491868,4.1902,283.451
6000,C6700,ZDQJMUIEQNGXTC-UHFFFAOYSA-N,C[NH+](C)CCCN1C(=O)COc2ccc(Cl)cc21.[Cl-],-2.272395516,-2.331,305.2
6001,C6701,YBIRDHJXPIORJB-UHFFFAOYSA-N,Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,-2.271566097,2.1229,244.249
6002,C6702,QPXULTOHMFSFKO-UHFFFAOYSA-N,CCCCC1(CC)C(=O)NC(=O)NC1=O.[Na],-2.271138779,1.5966,235.235
6003,C6703,GVSJHNWVRSBRMB-UHFFFAOYSA-M,CCCCCCC=O.O=S([O-])O.[Na+],-2.270754461,2.3599,218.246
6004,C6704,LSSUMOWDTKZHHT-UHFFFAOYSA-N,CCN(CC)CCc1c[nH]c2ccccc12,-2.270654746,3.0522,216.322
6005,C982,ZHDORMMHAKXTPT-UHFFFAOYSA-N,O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27,2.6477,225.243
6006,C983,ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.27,3.2114,278.33
6007,C6705,QHWDUJPWCGEBTH-UHFFFAOYSA-N,Nc1ccc(C(=O)Nc2ccccc2)cc1,-2.26994694,3.1753,212.247
6008,C6706,KPSPULPPMWHXGE-UHFFFAOYSA-N,Nc1cccc(C(=O)Nc2ccccc2)c1,-2.26994694,3.1753,212.247
6009,C6707,XIOUPQUYEUYPAW-UHFFFAOYSA-N,O=C1NC(=S)NC(=O)C12CCCCC2,-2.269596838,1.1254,212.269
6010,C6708,OTXYXYOEXXRCPM-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1nnn(-c2ccccc2)c1C,-2.269420447,2.8379,286.372
6011,C6709,HFZWIOMMCVHMSX-UHFFFAOYSA-N,CC(C)Nc1ccccc1C(N)=O,-2.269355566,2.3791,178.231
6012,C6710,NWHUWTFLOIGXEA-UHFFFAOYSA-N,COC(=O)c1cnc2n(c1=O)C(C)CCC2,-2.268735895,0.9272,222.24
6013,C6711,KTTKGQINVKPHLY-DOCRCCHOSA-N,Cc1c2c(c(O)c3c(O)cccc13)C(=O)[C@]1(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]1C2,-2.268114812,1.1561,426.419
6014,C6712,IRMGMLDQRYBJGV-UHFFFAOYSA-N,CCS(=O)c1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1.Cl.Cl,-2.267917765,4.8486,461.446
6015,C6713,CNBCNHHPIBKYBO-NSCUHMNNSA-N,COc1ccc(/C=C/C#N)cc1,-2.266907175,2.23198,159.185
6016,C6714,HVCOBJNICQPDBP-UHFFFAOYSA-N,CCCCCCCC(CC(=O)O)OC(=O)CC(CCCCCCC)OC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1O.O,-2.266599376,2.4842,668.81
6017,C6715,UOCJDOLVGGIYIQ-PBFPGSCMSA-N,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1,-2.266303058,1.0701,462.503
6018,C6716,IYBQHJMYDGVZRY-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl,-2.265332913,3.4587,270.798
6019,C6717,DPEHDUYRYHMVNX-UHFFFAOYSA-N,CCN1CCN(CC)C(C(=O)Nc2ccccc2)C1.O=NO.O=NO,-2.265153992,1.8839,355.389
6020,C6718,QTSCXKZZWJJBON-UHFFFAOYSA-N,CC(C)NNCc1ccccc1.Cl,-2.265142535,3.273,200.708
6021,C6719,ZKALVNREMFLWAN-UHFFFAOYSA-N,CC(CC(C)C)=NO,-2.264787658,1.8826,115.174
6022,C6720,WIOLAWBMDVBVDE-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCCc1ccccc1,-2.264581729,3.9967,303.441
6023,C6721,WVFGKGPFQSEWON-DYWKTHLTSA-N,Br.CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-2.264470053,3.9764,338.283
6024,C6722,MORVOYPJRATMRS-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CCCCl)n(C)c1=O,-2.263280914,0.0626,256.689
6025,C6723,HLFSDGLLUJUHTE-SNVBAGLBSA-N,c1ccc([C@H]2CN3CCSC3=N2)cc1,-2.26258504,1.5196,204.291
6026,C6725,FXFYOPQLGGEACP-UHFFFAOYSA-N,Cc1ccc2oc(=O)ccc2c1,-2.261438469,2.1014,160.169
6027,C6726,VTAGVKVPFBOVRM-UHFFFAOYSA-N,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1.[Br-],-2.26093895,0.6487,391.345
6028,C984,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=c1cc[nH]c(=S)[nH]1,-2.26,0.4325,128.152
6029,C6727,KTORKRBAIRTBCP-UHFFFAOYSA-N,O=C(O)c1nsc2ccccc12,-2.259444101,1.9945,179.196
6030,C6728,VYOUHDLOIRJOSW-UHFFFAOYSA-N,CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O.[Na+],-2.258920026,3.8761,330.356
6031,C6729,KFDZTHIWFNKNAO-UHFFFAOYSA-N,O=C(Nc1ncc[nH]1)c1ccc([N+](=O)[O-])cc1,-2.258650394,2.1664,232.196
6032,C6730,LDYJXVUOVPVZKA-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c1ccccc1,-2.258484856,3.3163,260.398
6033,C6731,VWBQYTRBTXKKOG-IYNICTALSA-M,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],-2.258196312,1.1057,446.51
6034,C6732,LPKNOKRDTBOPAZ-UHFFFAOYSA-N,CCC(CCN1CCOCC1)(C(N)=O)c1ccccc1,-2.256815182,2.1802,276.374
6035,C6733,CQEWMIYTLWJAAY-UHFFFAOYSA-N,CCn1c(=O)oc2ccccc21,-2.255528059,1.6144,163.173
6036,C6734,AHCLKGZTPQXOQK-UHFFFAOYSA-N,Cc1ccccc1OCC[NH2+]CCCl.[Cl-],-2.255208259,-1.82,250.165
6037,C6735,YDTRHUZOOVJOAN-UHFFFAOYSA-N,Cc1sc(O)c(-c2ccccc2)c(=O)c1C(=O)O,-2.254410647,2.4875,262.281
6038,C6736,DUTLJDUDHBSLFN-UHFFFAOYSA-N,CC(=O)N1Cc2ccc([N+](=O)[O-])cc2CO1,-2.253322369,1.8496,222.197
6039,C6737,FFRVMAQKEPCGOM-UHFFFAOYSA-N,CC(=O)N1Cc2cc([N+](=O)[O-])ccc2CO1,-2.253322369,1.8496,222.197
6040,C6738,NOEMEJJCNDUHJT-UHFFFAOYSA-N,CC(C)Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,-2.252843822,0.1588,236.27
6041,C6739,WNQVHMFKZVBQGL-VMPITWQZSA-N,CCOc1ccc(/C=C/C(=O)NO)cc1,-2.251992542,1.9948,207.226
6042,C6740,CSGBRIWXMBIKEM-UHFFFAOYSA-N,CCOc1cc(C(=O)N(CC)CC)ccc1O,-2.251444267,2.2729,237.295
6043,C6741,KLIWBPMQXVJEAN-UHFFFAOYSA-N,CCc1ccccc1OCC(O)CO,-2.251408128,0.981,196.243
6044,C6742,WUWWFJGGMGKQML-UHFFFAOYSA-N,CCc1ccc(OCC(O)CO)cc1,-2.251408128,0.981,196.243
6045,C6743,JCLWQYMAWWJMSX-UHFFFAOYSA-N,CCc1cccc(OCC(O)CO)c1,-2.251408128,0.981,196.243
6046,C6744,AWOGXJOBNAWQSF-UHFFFAOYSA-N,CC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-2.25103727,2.0492,308.373
6047,C985,VDVCBHJNKZNXKT-UHFFFAOYSA-N,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.25,1.7627,224.256
6048,C986,FOXFZRUHNHCZPX-UHFFFAOYSA-N,CSc1nnc(C(C)(C)C)c(=O)n1N,-2.25,0.9527,214.288
6049,C1699,ZPUCINDJVBIVPJ-LJISPDSOSA-N,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,-2.25,1.8056,303.353
6050,C6745,SOGAXMICEFXMKE-UHFFFAOYSA-N,C=C(C)C(=O)OCCCC,-2.249803501,1.9058,142.196
6051,C6746,VXJABHHJLXLNMP-UHFFFAOYSA-N,CCCNC(C)(C)COC(=O)c1ccccc1,-2.248800835,3.0125,235.322
6052,C6747,ZXSGQNYQJIUMQN-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1ccccc1.Cl,-2.248648952,3.8478,297.82
6053,C6748,XQFRJNBWHJMXHO-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-2.248095943,-1.2181,354.099
6054,C6749,DBHODFSFBXJZNY-UHFFFAOYSA-N,OCc1ccc(Cl)cc1Cl,-2.24803215,2.4857,177.028
6055,C6750,XFUAUNXVZYEABH-UHFFFAOYSA-N,Cl.OC1c2ccccc2CCc2ccncc21,-2.247836542,3.0639,247.72
6056,C6751,OVGORFFCBUIFIA-UHFFFAOYSA-N,CCCCC(O)c1ccccc1,-2.246503763,2.9102,164.244
6057,C6752,RBZIGQJSMCOHSS-UHFFFAOYSA-N,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-2.246475757,1.3724,437.444
6058,C6753,YXVCLPJQTZXJLH-UHFFFAOYSA-N,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1.[Cl-],-2.246338188,-1.5731,460.767
6059,C6754,STHZIWWZUMRBQV-UHFFFAOYSA-N,CCN(CC)C(=O)c1nnn(-c2ccc(N)cc2)c1C.Cl,-2.245565942,3.0231,309.794
6060,C6755,KFUSXMDYOPXKKT-UHFFFAOYSA-N,Cc1ccccc1OCC1CO1,-2.244572095,1.7726,164.201
6061,C6756,ZBJWWKFMHOAPNS-UHFFFAOYSA-N,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,-2.244418163,2.8725,351.118
6062,C6757,VOOFFTMORIBISQ-UMRVURNHSA-N,C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(\C)C[C@H](OC(=O)C(C)CO)[C@@H]12,-2.243547748,1.6733,350.406
6063,C6758,FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,-2.242509883,1.8217,454.439
6064,C6759,FBOZXECLQNJBKD-CYBMUJFWSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,-2.242509883,1.8217,454.439
6065,C6760,FBOZXECLQNJBKD-UHFFFAOYSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-2.242509883,1.8217,454.439
6066,C6761,LJAQABDSIONCIU-QALYCTJVSA-N,Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,-2.241383099,4.0251,324.256
6067,C6762,IANQTJSKSUMEQM-UHFFFAOYSA-N,c1ccc2occc2c1,-2.241148892,2.4328,118.133
6068,C6763,JAUBBHIDNRDRIK-UHFFFAOYSA-N,Cl.N/C(CS)=N/CC12CC3CC(CC(C3)C1)C2,-2.24044025,3.9921,274.853
6069,C6764,LLAFVHXEICRNDX-UHFFFAOYSA-L,[Br-].[Br-].c1cc[n+](CCC[n+]2ccc3ccccc3c2)cc1,-2.240033911,-3.4869,410.146
6070,C987,CJHXCRMKMMBYJQ-UHFFFAOYSA-N,CCCCc1c(C)nc(N(C)C)nc1O,-2.24,1.8992,209.288
6071,C988,ADVGKWPZRIDURE-UHFFFAOYSA-N,CC(=O)Nc1ccccc1O,-2.24,1.4236,151.163
6072,C989,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.24,3.2114,278.33
6073,C990,XYWDPYKBIRQXQS-UHFFFAOYSA-N,CC(C)SC(C)C,-2.24,2.5364,118.24
6074,C6765,MFPLUSZGRGRXTL-JOZOFPPJSA-N,Cl.Cl.O=C(CN1CCNCC1)N/N=C/c1ccc([N+](=O)[O-])o1,-2.239603663,2.3279,354.19
6075,C6766,CEJGGHKJHDHLAZ-UHFFFAOYSA-M,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],-2.239092696,0.8499,386.367
6076,C6767,IATZQORMMQOVAJ-UHFFFAOYSA-N,CCOC(=O)N(OC(C)=O)P(=O)(N1CC1)N1CC1,-2.238699892,0.5381,277.214
6077,C6768,OAPDPORYXWQVJE-UHFFFAOYSA-N,CCCc1ccc(N)cc1,-2.237913179,2.8025,135.206
6078,C6769,WPXOLBJHNULPQA-UHFFFAOYSA-N,CCCC(=O)c1ccccc1OCC(O)CO,-2.237213973,1.4014,238.28
6079,C6770,OJSIHOCBTHOQJA-UHFFFAOYSA-N,CCCC(=O)c1ccc(OCC(O)CO)cc1,-2.237213973,1.4014,238.28
6080,C6771,LMRGURFWGRDIIQ-UHFFFAOYSA-N,O=C(CN1CCCC1)NCc1ccccc1,-2.23662003,1.7274,218.295
6081,C6772,MXUNKHLAEDCYJL-UHFFFAOYSA-N,Cc1cccc(N2CC(CO)OC2=O)c1,-2.236546064,1.3775,207.226
6082,C6773,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(c2ccccc2)NC(=O)N(C)C1=O,-2.236189577,1.7402,218.252
6083,C6774,ZDYMIDKNTKMLQP-UHFFFAOYSA-N,Cl.O=C(CCNCc1ccccc1)c1ccccc1O,-2.234599141,3.9477,291.773
6084,C6775,HOBWAPHTEJGALG-JKCMADFCSA-N,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2.CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,-2.234537574,4.1656,676.817
6085,C6776,DGMPVYSXXIOGJY-UHFFFAOYSA-N,CCCCc1ccc(C(=O)O)nc1,-2.232194726,2.1224,179.216
6086,C6777,YIKHDPHTFYWYJV-GQCTYLIASA-N,COc1ccc(/C=C/C(=O)O)c(OC)c1,-2.232148011,1.8016,208.211
6087,C6778,YTIJUXVIZLYQTB-UHFFFAOYSA-N,C/N=C(/NCc1ccccc1)[NH2+]C.C/N=C(/NCc1ccccc1)[NH2+]C.O=S(=O)([O-])[O-],-2.230807973,0.435,452.571
6088,C991,WHKUVVPPKQRRBV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCC(=O)O,-2.23,2.1118,200.619
6089,C992,ZPUCINDJVBIVPJ-LXTVHRRPSA-N,COC(=O)[C@H]1[C@H](OC(=O)c2ccccc2)C[C@H]2CC[C@@H]1N2C,-2.23,1.8056,303.353
6090,C993,FWJKNZONDWOGMI-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,0.7677,198.219
6091,C994,QSSXJPIWXQTSIX-UHFFFAOYSA-N,Cc1ccccc1Br,-2.23,2.7575,171.034
6092,C6779,JTVVOOSCIQPAQH-UHFFFAOYSA-N,CC(=O)Oc1c(C(N)=O)cccc1-c1ccccc1,-2.228027918,3.0781,255.269
6093,C6780,FPGUWEPNTKKYLI-UHFFFAOYSA-N,C[NH+](C)CCC1(c2ccccc2)C(=O)Oc2ccccc21.[Cl-],-2.228013795,-1.5697,317.81
6094,C6781,PRBZWMUOQVJJMD-UHFFFAOYSA-M,O=C1C(Cl)=CC(=Nc2ccc([O-])c(Cl)c2)C=C1Cl.[Na+],-2.227936224,4.3844,324.522
6095,C6782,LRNCBUQKZLZXAV-UHFFFAOYSA-N,CCOC(=O)C1=CNC2CCCC(C)N2C1=O,-2.227881237,1.0304,238.283
6096,C6783,OVTCEDCBXAYKQZ-UHFFFAOYSA-N,CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,-2.227300197,0.4024,221.256
6097,C6784,FZEIWORKISALCO-UHFFFAOYSA-N,C=CCOc1ccccc1C(N)=O,-2.227281771,2.0506,177.2
6098,C6785,SOBYBGYFETUFEY-UHFFFAOYSA-N,CNC(=O)c1cc(Br)ccc1OCCO,-2.225743629,1.5707,274.111
6099,C6786,DNEJXIPLCRHMSL-UHFFFAOYSA-N,NC1=Nc2ccc(Cl)cc2N(c2ccccc2)C(=O)C1,-2.225508425,3.598,285.728
6100,C6787,WRHGKVNXGAUMGD-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ncco1,-2.225140471,2.4646,203.197
6101,C6788,NVYCAPIKGLKFOG-UHFFFAOYSA-M,C[N+]1(CCCN2CC3CCCC(C3)C2)CCCC1.[I-],-2.223776128,-0.3604,378.335
6102,C6789,RISOHYOEPYWKOB-UHFFFAOYSA-N,Cc1n[nH]c(C)c1Br,-2.221920737,1.789,175.026
6103,C6790,PZABEXWNZYLYEY-UHFFFAOYSA-N,CCN(CC)CCOCCCOC(=O)c1ccc(N)cc1,-2.220957149,2.7553,294.389
6104,C6791,BXENNERVHQAIAY-UHFFFAOYSA-N,CCN(CC)CCCC(=O)c1ccccc1,-2.220520147,2.9913,219.323
6105,C995,YNTJKQDWYXUTLZ-ZCFIWIBFSA-N,C[C@@H](Oc1cccc(Cl)c1)C(=O)O,-2.22,2.1919,200.619
6106,C996,SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22,0.5495,227.087
6107,C997,KJCVRFUGPWSIIH-UHFFFAOYSA-N,Oc1cccc2ccccc12,-2.22,2.5454,144.17
6108,C998,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,-2.22,2.824,150.218
6109,C999,ZGWNXHRVUJVMCP-ZCFIWIBFSA-N,C[C@@H](Oc1ccccc1Cl)C(=O)O,-2.22,2.1919,200.619
6110,C6792,TWCFVUDIMLCADK-UHFFFAOYSA-N,CN(C)CCN1C(=O)CCCc2ccccc21,-2.219971649,1.9825,232.321
6111,C6793,YFUWSMRQAKOQQG-UHFFFAOYSA-N,Cc1ccc(C/N=C(\N)CSS(=O)(=O)O)s1,-2.219852582,3.2308,280.387
6112,C6794,OMPLHFKUSGGZFF-UHFFFAOYSA-N,COc1ccc(C(CO)C(=O)OC2CC3CCC(C2)N3C)cc1,-2.218778963,1.8774,319.395
6113,C6795,DFQICHCWIIJABH-UHFFFAOYSA-N,Oc1ccc2ccc(O)cc2c1,-2.218531818,2.251,160.169
6114,C6796,BBQDLDVSEDAYAA-AATRIKPKSA-N,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],-2.217726838,2.2158,193.156
6115,C6797,KVZYKZBYZVKXNI-STOWLHSFSA-N,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,-2.214808199,2.1259,511.635
6116,C6798,KJUHIXIWKSVBKB-UHFFFAOYSA-N,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,-2.214479009,3.8045,286.756
6117,C6799,ZOZABKCYUYXXRS-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2c(c1)CONC2,-2.214272896,1.9816,180.161
6118,C6800,GEDLJMYPQDMOSM-UHFFFAOYSA-N,CCCCN1CCN(CCCC)C1=S,-2.213894738,2.3649,214.371
6119,C6801,STOUHHBZBQBYHH-UHFFFAOYSA-N,CC(=O)Oc1cccc(OC(C)=O)c1,-2.212670954,1.5372,194.184
6120,C6802,HMNHFUHYPNQIMA-UHFFFAOYSA-N,CC(C)CN(CCCl)CCCl.Cl,-2.211945152,3.224,234.594
6121,C6803,NCXMLFZGDNKEPB-FFPOYIOWSA-N,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,-2.210516209,0.82,665.725
6122,C1000,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-2.21,1.995,92.1384
6123,C1001,LHJGJYXLEPZJPM-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,3.3524,197.446
6124,C1002,HHLXJTDUHFBYAU-UHFFFAOYSA-N,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21,1.0624,198.219
6125,C1003,UKXSKSHDVLQNKG-UHFFFAOYSA-N,O=C(O)C(O)(c1ccccc1)c1ccccc1,-2.21,2.0071,228.243
6126,C6804,SIQPXVQCUCHWDI-UHFFFAOYSA-N,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,-2.209416624,-0.1771,194.191
6127,C6805,NRGHCWQGTHPFTE-FVWCLLPLSA-N,Nc1ccc2c(c1)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,-2.209112505,2.2588,349.426
6128,C6806,XYGSFNHCFFAJPO-UHFFFAOYSA-N,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,-2.20821378,4.3296,326.261
6129,C6807,SXPGFJZLDDFUHA-UHFFFAOYSA-N,CCCCN(CCCl)CCCl,-2.203530746,2.5661,198.133
6130,C6808,DFOBXZFAOORPAD-UHFFFAOYSA-N,COc1ccc(CCNC(=O)c2ccc(C#CC(C)(C)O)cc2)cc1OC,-2.203464518,3.1896,367.438
6131,C6809,ZSBXGIUJOOQZMP-JLNYLFASSA-N,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,-2.200862389,1.7475,248.364
6132,C6810,LVYJIIRJQDEGBR-UHFFFAOYSA-N,FCCI,-2.199049224,1.3909,173.956
6133,C6811,XOVJAYNMQDTIJD-UHFFFAOYSA-N,C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O,-2.198840666,1.5387,234.251
6134,C6812,WLRMANUAADYWEA-NWASOUNVSA-N,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,-2.198227516,0.6702,432.492
6135,C6813,VJJPTBBOPNGSRR-UHFFFAOYSA-N,O=C(O)COc1ccc2c(c1)CCC2,-2.198137728,1.6387,192.211
6136,C6814,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CCN(CC)c1cc(C)nc2ncnn12,-2.198037607,1.2789,205.26
6137,C6815,JBOPQACSHPPKEP-UHFFFAOYSA-N,CC(=O)Oc1c[nH]c2ccccc12,-2.195837681,2.0932,175.184
6138,C6816,INOVPKZAEASFME-UHFFFAOYSA-N,CC(C)NC(=O)c1ccccc1,-2.195740034,2.2157,163.216
6139,C6817,XIFVTSIIYVGRHJ-UHFFFAOYSA-N,CNc1nc(N(C)C)nc(N(C)C)n1,-2.195570059,0.1183,196.253
6140,C6818,VJSZGADWCZOKOK-UHFFFAOYSA-N,COc1cccc(Cc2cnc(N)nc2N)c1,-2.195513191,2.4028,230.266
6141,C6819,NFLLKCVHYJRNRH-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-2.194948881,2.9679,469.964
6142,C6820,ZUTYZAFDFLLILI-UHFFFAOYSA-N,CCC(C)c1ccc(O)cc1,-2.194459387,2.9057,150.218
6143,C6821,QEFCQWMDQYETNH-FCVRUTMISA-N,CC(=O)[O-].C[NH2+]CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-2.194285287,-1.4986,286.241
6144,C6822,YJZJEQBSODVMTH-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NCCO,-2.194118202,0.3014,195.604
6145,C6823,LMTOFAYSICBYRU-UHFFFAOYSA-N,Nc1nc2c(Cl)cccc2o1,-2.193382294,2.6446,168.58
6146,C6824,ZNJCQBBJHFLQAG-UHFFFAOYSA-N,Nc1nc2cccc(Cl)c2o1,-2.193382294,2.6446,168.58
6147,C6825,CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(C(=O)NC(C)C)cc1,-2.193313033,2.2215,221.299
6148,C6826,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.192349776,1.4525,212.246
6149,C6827,NFDNQGGQNTZYFP-UHFFFAOYSA-N,CN(C)CCCC1(O)OC(C)(C)c2ccccc21.O=C(O)C(=O)O,-2.192239989,1.5944,339.383
6150,C6828,XOKJUSAYZUAMGJ-WOUKDFQISA-N,N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,-2.190595695,-0.92212,291.263
6151,C6829,VCOQVAJFXPHUAM-UHFFFAOYSA-N,CC(=O)N(C)c1ccccc1C(=O)O,-2.190493576,1.3675,193.199
6152,C1004,XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc([N+](=O)[O-])c1,-2.1900001,2.2814,138.124
6153,C1005,PTBKFATYSVLSSD-ZZXKWVIFSA-N,O=[N+]([O-])c1ccc(/C=N/O)o1,-2.1900001,1.5191,156.096
6154,C6830,PHWNWYMCWKIFAK-UHFFFAOYSA-N,CCCCCC(C)(CO)CO,-2.187783669,1.5576,160.254
6155,C6831,KVUAALJSMIVURS-ZEDZUCNESA-L,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],-2.187714347,-1.5165,511.501
6156,C6832,ZEAJXCPGHPJVNP-UHFFFAOYSA-N,OC(CNc1ccccn1)c1ccccc1,-2.186071918,2.3001,214.263
6157,C6833,XAMZAUGUBOIFKY-UHFFFAOYSA-N,Cc1c(N(C)C)c(=O)[nH]c(=O)n1-c1ccccc1,-2.185274347,0.9002,245.277
